BatchNumber,TrayNumber,FlyID,LineNumber,Sex,n_Week1Day1,rBias_Week1Day1,n_Week1Day2,rBias_Week1Day2,n_Week1Day3,rBias_Week1Day3,n_Week2Day1,rBias_Week2Day1,n_Week2Day2,rBias_Week2Day2,n_Week2Day3,rBias_Week2Day3,n_Week3Day1,rBias_Week3Day1,n_Week3Day2,rBias_Week3Day2,n_Week3Day3,rBias_Week3Day3
1,2,22,796,0,0,NaN,220,0.465753424657534,40,0.487179487179487,1404,0.443335709194583,1541,0.523376623376623,895,0.523489932885906,1394,0.489590811198851,40,0.666666666666667,1394,0.530509691313711
1,2,23,796,0,0,NaN,17,0.5,19,0.444444444444444,248,0.817813765182186,139,0.876811594202899,110,0.73394495412844,353,0.920454545454545,15,0.357142857142857,313,0.887820512820513
1,2,24,796,0,-1,NaN,-1,NaN,0,NaN,2,0,-1,NaN,-1,NaN,0,NaN,0,NaN,-1,NaN
1,2,25,796,1,49,0.5,28,0.481481481481481,35,0.676470588235294,327,0.539877300613497,692,0.629522431259045,619,0.466019417475728,40,0.282051282051282,-1,NaN,-1,NaN
1,2,26,796,1,323,0.512422360248447,-1,NaN,1,NaN,28,0.518518518518518,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,27,796,1,332,0.187311178247734,149,0.594594594594595,38,0.459459459459459,1291,0.445736434108527,1127,0.365896980461812,704,0.450924608819346,996,0.395979899497487,42,0.463414634146341,972,0.46961894953656
1,2,28,796,1,5,0.5,6,0.2,1,NaN,3,0,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN
1,2,29,796,1,51,0.84,56,0.781818181818182,28,0.481481481481481,522,0.514395393474088,423,0.578199052132701,268,0.539325842696629,449,0.522321428571429,-1,NaN,0,NaN
1,2,30,796,1,48,0.446808510638298,0,NaN,9,0.5,538,0.504655493482309,658,0.245053272450533,235,0.341880341880342,954,0.38090241343127,0,NaN,0,NaN
1,2,31,796,1,818,0.341493268053856,88,0.448275862068966,47,0.543478260869565,1329,0.434487951807229,1617,0.315594059405941,1058,0.41438032166509,-1,NaN,0,NaN,0,NaN
1,2,32,796,1,-1,NaN,-1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,-1,NaN
1,2,33,796,1,216,0.590697674418605,55,0.481481481481481,17,0.625,392,0.562659846547315,470,0.518123667377399,280,0.584229390681004,355,0.437853107344633,28,0.518518518518518,716,0.541258741258741
1,2,34,796,1,163,0.549382716049383,-1,NaN,1,NaN,0,NaN,-1,NaN,-1,NaN,0,NaN,0,NaN,-1,NaN
1,2,35,796,1,132,0.511450381679389,187,0.596774193548387,35,0.5,920,0.471164309031556,579,0.52076124567474,510,0.56188605108055,712,0.535864978902954,25,0.666666666666667,580,0.404145077720207
1,2,36,796,1,1,NaN,2,0,14,0.384615384615385,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN
1,2,37,45,0,176,0.514285714285714,80,0.481012658227848,37,0.416666666666667,872,0.692307692307692,655,0.579510703363914,722,0.407766990291262,776,0.490322580645161,-1,NaN,-1,NaN
1,2,38,45,0,220,0.388127853881279,145,0.527777777777778,37,0.611111111111111,752,0.464713715046605,690,0.563134978229318,844,0.65005931198102,880,0.714448236632537,44,0.674418604651163,801,0.51
1,2,39,45,0,30,0.517241379310345,140,0.41726618705036,33,0.4375,847,0.491725768321513,845,0.546208530805687,631,0.395238095238095,-1,NaN,-1,NaN,0,NaN
1,2,40,45,0,689,0.268895348837209,66,0.461538461538462,38,0.540540540540541,670,0.327354260089686,574,0.369982547993019,410,0.537897310513447,573,0.494755244755245,-1,NaN,0,NaN
1,2,41,45,0,101,0.39,119,0.644067796610169,38,0.486486486486487,733,0.506830601092896,676,0.531851851851852,629,0.684713375796178,556,0.614414414414414,-1,NaN,0,NaN
1,2,42,45,0,142,0.276595744680851,129,0.421875,36,0.457142857142857,407,0.455665024630542,-1,NaN,0,NaN,-1,NaN,-1,NaN,0,NaN
1,2,43,45,1,24,0.173913043478261,71,0.571428571428571,38,0.378378378378378,544,0.366482504604052,814,0.635916359163592,632,0.503961965134707,816,0.701840490797546,-1,NaN,0,NaN
1,2,44,45,1,9,0.875,112,0.495495495495495,33,0.28125,665,0.512048192771084,1031,0.716504854368932,853,0.686619718309859,1051,0.616190476190476,-1,NaN,-1,NaN
1,2,45,45,1,37,0.611111111111111,93,0.619565217391304,24,0.391304347826087,651,0.409230769230769,-1,NaN,2,1,0,NaN,-1,NaN,-1,NaN
1,2,46,45,1,29,0.464285714285714,143,0.52112676056338,22,0.571428571428571,654,0.578866768759571,914,0.766703176341731,737,0.563858695652174,797,0.78643216080402,41,0.5,674,0.604754829123328
1,2,47,45,1,7,0,108,0.373831775700935,23,0.590909090909091,465,0.543103448275862,652,0.612903225806452,528,0.81404174573055,-1,NaN,-1,NaN,-1,NaN
1,2,48,45,1,187,0.440860215053763,53,0.5,34,0.424242424242424,662,0.379727685325265,532,0.546139359698682,648,0.474497681607419,741,0.440540540540541,0,NaN,-1,NaN
1,2,49,105,0,-1,NaN,-1,NaN,0,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,50,105,0,221,0.509090909090909,68,0.477611940298507,30,0.413793103448276,18,0.470588235294118,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,51,105,0,2,0,10,0.888888888888889,13,0.583333333333333,312,0.514469453376206,445,0.493243243243243,411,0.558536585365854,562,0.6524064171123,-1,NaN,-1,NaN
1,2,52,105,0,-1,NaN,-1,NaN,1,NaN,17,0.625,1,NaN,0,NaN,-1,NaN,-1,NaN,0,NaN
1,2,53,105,0,34,0.484848484848485,-1,NaN,1,NaN,6,0.4,-1,NaN,3,0.5,-1,NaN,-1,NaN,-1,NaN
1,2,54,105,0,64,0.46031746031746,121,0.466666666666667,32,0.387096774193548,38,0.513513513513513,-1,NaN,0,NaN,-1,NaN,-1,NaN,0,NaN
1,2,55,105,0,16,0.466666666666667,13,0.583333333333333,29,0.392857142857143,5,0.5,-1,NaN,0,NaN,-1,NaN,-1,NaN,0,NaN
1,2,56,105,1,311,0.358064516129032,43,0.523809523809524,45,0.590909090909091,380,0.408970976253298,402,0.463840399002494,0,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,57,105,1,240,0.548117154811716,223,0.391891891891892,16,0.4,576,0.554782608695652,248,0.502024291497976,390,0.408740359897172,362,0.448753462603878,-1,NaN,-1,NaN
1,2,58,105,1,156,0.387096774193548,6,0.4,33,0.40625,39,0.5,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,59,105,1,372,0.555256064690027,85,0.583333333333333,12,0.363636363636364,694,0.561327561327561,1132,0.420866489832007,932,0.505907626208378,867,0.483833718244804,-1,NaN,-1,NaN
1,2,60,105,1,55,0.462962962962963,7,0.5,6,0.8,597,0.498322147651007,525,0.559160305343511,374,0.576407506702413,477,0.649159663865546,-1,NaN,-1,NaN
1,2,61,0,0,-1,NaN,-1,NaN,0,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,62,0,0,-1,NaN,-1,NaN,0,NaN,18,0.470588235294118,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,63,0,0,-1,NaN,-1,NaN,1,NaN,26,0.48,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,64,0,0,-1,NaN,-1,NaN,1,NaN,35,0.441176470588235,-1,NaN,6,0.4,-1,NaN,-1,NaN,0,NaN
1,2,65,0,0,-1,NaN,-1,NaN,1,NaN,6,0.4,-1,NaN,4,0.666666666666667,1,NaN,-1,NaN,-1,NaN
1,2,66,0,0,-1,NaN,-1,NaN,0,NaN,10,0.555555555555556,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,67,0,0,-1,NaN,-1,NaN,2,0,27,0.5,-1,NaN,1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,68,0,0,-1,NaN,-1,NaN,1,NaN,11,0.5,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,69,0,0,-1,NaN,-1,NaN,1,NaN,18,0.529411764705882,-1,NaN,1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,70,0,0,-1,NaN,-1,NaN,-1,NaN,4,0.333333333333333,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,71,0,0,-1,NaN,-1,NaN,0,NaN,12,0.545454545454545,-1,NaN,1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,72,0,0,-1,NaN,-1,NaN,1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,73,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,74,0,0,-1,NaN,-1,NaN,0,NaN,15,0.428571428571429,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,75,0,0,-1,NaN,-1,NaN,1,NaN,12,0.545454545454545,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,76,0,0,-1,NaN,-1,NaN,0,NaN,10,0.444444444444444,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,77,0,0,-1,NaN,-1,NaN,1,NaN,8,0.428571428571429,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,78,0,0,-1,NaN,-1,NaN,1,NaN,32,0.483870967741935,-1,NaN,2,1,-1,NaN,-1,NaN,-1,NaN
1,2,79,0,0,-1,NaN,-1,NaN,1,NaN,19,0.5,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,80,0,0,-1,NaN,-1,NaN,0,NaN,8,0.428571428571429,-1,NaN,0,NaN,0,NaN,-1,NaN,-1,NaN
1,2,81,0,0,-1,NaN,-1,NaN,1,NaN,30,0.482758620689655,-1,NaN,0,NaN,0,NaN,-1,NaN,-1,NaN
1,2,82,0,0,-1,NaN,-1,NaN,1,NaN,2,1,-1,NaN,0,NaN,0,NaN,-1,NaN,-1,NaN
1,2,83,0,0,-1,NaN,-1,NaN,1,NaN,0,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,84,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,85,0,0,9,0.5,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,86,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,87,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,88,0,0,-1,NaN,-1,NaN,1,NaN,0,NaN,-1,NaN,-1,NaN,2,1,-1,NaN,-1,NaN
1,2,89,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,90,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,2,1,-1,NaN,-1,NaN
1,2,91,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,92,0,0,-1,NaN,-1,NaN,0,NaN,1,NaN,-1,NaN,-1,NaN,2,0,-1,NaN,-1,NaN
1,2,93,0,0,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,94,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,95,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,96,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
